336,1,55,33.4,100,6.15,9.30,13.15,17.35,21.00,,,,,,,,
336,1,55,33.4,100,7.55,11.45,15.10,19.15,,,,,,,,,
336,1,55,33.4,100,7.05,10.20,14.05,18.25,21.50,,,,,,,,
336,1,55,33.4,100,8.45,12.35,16.00,20.05,,,,,,,,,
336,1,55,33.4,100,7.55,11.40,15.00,19.15,,,,,,,,,
336,2,55,33.4,100,6.15,9.35,13.20,17.30,21.00,,,,,,,,
336,2,55,33.4,100,8.45,12.30,15.50,20.05,,,,,,,,,
336,2,55,33.4,100,7.05,10.25,14.10,18.20,21.50,,,,,,,,
339,1,35,24,60,7.00,9.50,12.10,3.00,5.20,8.10,,,,,,,
339,1,35,24,60,8.00,10.00,12.30,4.00,6.00,8.30,,,,,,,
339,2,35,24,60,6.00,8.10,11.00,21.00,2.00,4.10,7.00,9.20,,,,,
339,2,35,24,60,7.00,9.00,11.30,1.30,3.00,5.00,7.30,9.30,,,,,
346,1,49,28,80,7.15,10.05,13.25,16.30,20.40,,,,,,,,
346,1,49,28,80,8.35,12.05,14.50,17.50,22.10,,,,,,,,
346,2,49,28,80,5.50,8.35,12.05,15.00,18.00,22.10,,,,,,,
346,2,49,28,80,7.10,10.05,13.35,16.20,20.40,,,,,,,,
351,1,55,32,85,7.35,11.10,14.10,17.40,20.40,,,,,,,,
351,2,55,32,85,6.10,9.05,12.40,15.40,19.10,,,,,,,,
357,1,70,46.2,110,7.40,11.55,3.40,7.45,,,,,,,,,
357,1,70,46.2,110,5.50,10.00,1.50,5.30,9.15,,,,,,,,
357,1,70,46.2,110,7.55,12.10,3.50,8.00,,,,,,,,,
357,1,70,46.2,110,6.00,10.15,2.00,5.45,9.50,,,,,,,,
357,1,70,46.2,110,8.10,12.25,4.05,8.15,,,,,,,,,
357,1,70,46.2,110,6.20,10.30,2.15,6.00,,,,,,,,,
357,1,70,46.2,110,8.25,12.40,4.20,8.30,,,,,,,,,
357,1,70,46.2,110,6.35,10.45,2.30,6.15,10.05,,,,,,,,
357,1,70,46.2,110,8.40,12.55,4.35,8.45,,,,,,,,,
357,1,70,46.2,110,6.50,11.00,2.45,6.30,,,,,,,,,
357,1,70,46.2,110,9.00,1.10,4.50,9.00,,,,,,,,,
357,1,70,46.2,110,7.05,11.15,3.00,6.45,10.35,,,,,,,,
357,1,70,46.2,110,9.15,1.20,5.05,9.10,,,,,,,,,
357,1,70,46.2,110,7.15,11.30,3.15,7.00,,,,,,,,,
357,1,70,46.2,110,9.35,1.30,5.15,9.20,,,,,,,,,
357,1,70,46.2,110,7.25,11.20,3.20,7.15,,,,,,,,,
357,1,70,46.2,110,9.50,1.35,5.20,9.30,,,,,,,,,
357,1,70,46.2,110,7.30,11.40,3.30,7.30,11.05,,,,,,,,
357,2,70,46.2,110,5.50,10.00,1.50,5.30,9.20,,,,,,,,
357,2,70,46.2,110,7.40,11.55,3.40,7.45,,,,,,,,,
357,2,70,46.2,110,6.00,10.15,2.00,5.45,9.50,,,,,,,,
357,2,70,46.2,110,7.55,12.10,3.55,8.00,,,,,,,,,
357,2,70,46.2,110,6.20,10.30,2.15,6.00,9.30,,,,,,,,
357,2,70,46.2,110,8.10,12.25,4.05,8.15,,,,,,,,,
357,2,70,46.2,110,6.35,10.45,2.30,6.15,10.05,,,,,,,,
357,2,70,46.2,110,8.25,12.40,4.20,8.30,,,,,,,,,
357,2,70,46.2,110,6.50,11.00,2.45,6.30,10.00,,,,,,,,
357,2,70,46.2,110,8.40,12.55,4.35,8.45,,,,,,,,,
357,2,70,46.2,110,7.55,11.15,3.00,6.45,10.35,,,,,,,,
357,2,70,46.2,110,9.00,1.10,4.50,9.00,,,,,,,,,
357,2,70,46.2,110,7.15,11.30,3.15,7.00,10.30,,,,,,,,
357,2,70,46.2,110,9.15,1.20,5.05,9.10,,,,,,,,,
357,2,70,46.2,110,7.25,11.20,3.20,7.15,10.35,,,,,,,,
357,2,70,46.2,110,9.35,1.30,5.15,9.20,,,,,,,,,
357,2,70,46.2,110,7.30,11.40,3.30,7.30,11.05,,,,,,,,
357,2,70,46.2,110,9.50,1.35,5.20,9.30,,,,,,,,,
360,1,55,34,85,5.40,8.25,11.45,14.30,17.10,20.45,,,,,,,
360,2,55,34,85,7.00,9.55,13.05,15.50,18.45,21.55,,,,,,,
